order_id,Category,sub_category,product_id,cost_price,list_price,Quantity,discount_percent,Discount_value,selling_price,profit
2126,Technology,Phones,TEC-PH-10000923,50,60,7,3,1.7999999999999998,58.2,8.200000000000003
2127,Technology,Accessories,TEC-AC-10000158,80,90,3,3,2.6999999999999997,87.3,7.299999999999997
2128,Furniture,Furnishings,FUR-FU-10003623,50,60,3,3,1.7999999999999998,58.2,8.200000000000003
2129,Office Supplies,Paper,OFF-PA-10001293,20,20,4,4,0.8,19.2,-0.8000000000000007
2130,Office Supplies,Appliances,OFF-AP-10000124,20,30,4,2,0.6,29.4,9.399999999999999
2131,Office Supplies,Art,OFF-AR-10004511,30,40,9,3,1.2,38.8,8.799999999999997
2132,Furniture,Furnishings,FUR-FU-10000076,120,140,7,5,7.0,133.0,13.0
2133,Office Supplies,Paper,OFF-PA-10003883,20,20,3,3,0.6,19.4,-0.6000000000000014
2134,Office Supplies,Binders,OFF-BI-10003656,120,150,3,2,3.0,147.0,27.0
2135,Office Supplies,Fasteners,OFF-FA-10000053,10,10,7,5,0.5,9.5,-0.5
2136,Technology,Phones,TEC-PH-10002807,80,90,4,3,2.6999999999999997,87.3,7.299999999999997
2137,Furniture,Furnishings,FUR-FU-10002364,10,10,5,4,0.4,9.6,-0.40000000000000036
2138,Office Supplies,Binders,OFF-BI-10002954,0,0,4,4,0.0,0.0,0.0
2139,Office Supplies,Paper,OFF-PA-10004092,140,150,3,5,7.5,142.5,2.5
2140,Office Supplies,Binders,OFF-BI-10003982,120,150,9,3,4.5,145.5,25.5
2141,Office Supplies,Supplies,OFF-SU-10001664,20,20,2,2,0.4,19.6,-0.3999999999999986
2142,Furniture,Tables,FUR-TA-10003238,920,990,3,3,29.7,960.3,40.299999999999955
2143,Office Supplies,Paper,OFF-PA-10004675,30,30,6,5,1.5,28.5,-1.5
2144,Technology,Phones,TEC-PH-10002293,20,20,2,3,0.6,19.4,-0.6000000000000014
2145,Office Supplies,Fasteners,OFF-FA-10002780,20,20,7,3,0.6,19.4,-0.6000000000000014
2146,Furniture,Chairs,FUR-CH-10002965,390,420,3,4,16.8,403.2,13.199999999999989
2147,Office Supplies,Binders,OFF-BI-10004781,40,40,4,3,1.2,38.8,-1.2000000000000028
2148,Office Supplies,Storage,OFF-ST-10001713,210,250,6,3,7.5,242.5,32.5
2149,Furniture,Furnishings,FUR-FU-10003975,40,40,1,4,1.6,38.4,-1.6000000000000014
2150,Technology,Phones,TEC-PH-10001536,70,80,5,4,3.2,76.8,6.799999999999997
2151,Furniture,Chairs,FUR-CH-10001973,210,230,3,3,6.8999999999999995,223.1,13.099999999999994
2152,Technology,Accessories,TEC-AC-10001772,100,110,7,3,3.3,106.7,6.700000000000003
2153,Office Supplies,Paper,OFF-PA-10002586,10,10,3,5,0.5,9.5,-0.5
2154,Office Supplies,Binders,OFF-BI-10004094,10,10,2,2,0.2,9.8,-0.1999999999999993
2155,Furniture,Furnishings,FUR-FU-10004973,20,20,3,5,1.0,19.0,-1.0
2156,Office Supplies,Fasteners,OFF-FA-10000624,20,20,6,5,1.0,19.0,-1.0
2157,Office Supplies,Storage,OFF-ST-10001097,460,500,3,4,20.0,480.0,20.0
2158,Office Supplies,Storage,OFF-ST-10001469,150,160,3,3,4.8,155.2,5.199999999999989
2159,Office Supplies,Art,OFF-AR-10004956,20,20,4,2,0.4,19.6,-0.3999999999999986
2160,Office Supplies,Binders,OFF-BI-10004236,10,10,3,2,0.2,9.8,-0.1999999999999993
2161,Furniture,Furnishings,FUR-FU-10002937,70,80,1,4,3.2,76.8,6.799999999999997
2162,Office Supplies,Art,OFF-AR-10003696,30,30,1,5,1.5,28.5,-1.5
2163,Office Supplies,Paper,OFF-PA-10004359,290,310,3,3,9.299999999999999,300.7,10.699999999999989
2164,Technology,Accessories,TEC-AC-10002402,170,190,3,5,9.5,180.5,10.5
2165,Office Supplies,Paper,OFF-PA-10000551,10,10,2,2,0.2,9.8,-0.1999999999999993
2166,Furniture,Furnishings,FUR-FU-10003394,130,140,5,2,2.8000000000000003,137.2,7.199999999999989
2167,Office Supplies,Art,OFF-AR-10002067,20,20,1,4,0.8,19.2,-0.8000000000000007
2168,Office Supplies,Binders,OFF-BI-10004140,10,10,7,5,0.5,9.5,-0.5
2169,Office Supplies,Art,OFF-AR-10004078,10,10,3,5,0.5,9.5,-0.5
2170,Technology,Accessories,TEC-AC-10000927,60,70,3,3,2.1,67.9,7.900000000000006
2171,Technology,Phones,TEC-PH-10003931,100,110,3,2,2.2,107.8,7.799999999999997
2172,Furniture,Chairs,FUR-CH-10004675,290,310,2,4,12.4,297.6,7.600000000000023
2173,Office Supplies,Binders,OFF-BI-10004506,20,20,3,3,0.6,19.4,-0.6000000000000014
2174,Office Supplies,Binders,OFF-BI-10002353,10,10,3,4,0.4,9.6,-0.40000000000000036
2175,Office Supplies,Storage,OFF-ST-10000943,50,60,4,3,1.7999999999999998,58.2,8.200000000000003
2176,Office Supplies,Paper,OFF-PA-10000740,50,50,2,2,1.0,49.0,-1.0
2177,Office Supplies,Paper,OFF-PA-10003001,50,60,9,2,1.2,58.8,8.799999999999997
2178,Office Supplies,Binders,OFF-BI-10001628,40,40,5,5,2.0,38.0,-2.0
2179,Office Supplies,Paper,OFF-PA-10001509,70,70,8,5,3.5,66.5,-3.5
2180,Office Supplies,Binders,OFF-BI-10000309,80,90,7,2,1.8,88.2,8.200000000000003
2181,Office Supplies,Labels,OFF-LA-10003923,40,40,3,5,2.0,38.0,-2.0
2182,Furniture,Chairs,FUR-CH-10002084,400,440,4,5,22.0,418.0,18.0
2183,Technology,Machines,TEC-MA-10000488,3480,4000,5,4,160.0,3840.0,360.0
2184,Technology,Accessories,TEC-AC-10001767,180,200,5,5,10.0,190.0,10.0
2185,Furniture,Furnishings,FUR-FU-10001940,50,60,8,5,3.0,57.0,7.0
2186,Office Supplies,Binders,OFF-BI-10002735,40,50,2,4,2.0,48.0,8.0
2187,Technology,Accessories,TEC-AC-10002345,30,30,2,3,0.8999999999999999,29.1,-0.8999999999999986
2188,Office Supplies,Envelopes,OFF-EN-10003134,60,70,6,2,1.4000000000000001,68.6,8.599999999999994
2189,Furniture,Furnishings,FUR-FU-10003708,100,120,2,3,3.5999999999999996,116.4,16.400000000000006
2190,Technology,Phones,TEC-PH-10003645,1310,1450,9,3,43.5,1406.5,96.5
2191,Office Supplies,Appliances,OFF-AP-10000692,50,60,3,5,3.0,57.0,7.0
2192,Office Supplies,Binders,OFF-BI-10001718,120,150,3,3,4.5,145.5,25.5
2193,Office Supplies,Appliances,OFF-AP-10002082,70,70,3,4,2.8000000000000003,67.2,-2.799999999999997
2194,Office Supplies,Paper,OFF-PA-10001125,100,120,4,4,4.8,115.2,15.200000000000003
2195,Office Supplies,Appliances,OFF-AP-10000252,30,40,3,3,1.2,38.8,8.799999999999997
2196,Technology,Accessories,TEC-AC-10003038,40,40,5,3,1.2,38.8,-1.2000000000000028
2197,Office Supplies,Art,OFF-AR-10000940,0,0,2,4,0.0,0.0,0.0
2198,Office Supplies,Art,OFF-AR-10001954,10,10,3,5,0.5,9.5,-0.5
2199,Office Supplies,Paper,OFF-PA-10003177,20,20,3,3,0.6,19.4,-0.6000000000000014
2200,Office Supplies,Paper,OFF-PA-10000533,10,10,1,2,0.2,9.8,-0.1999999999999993
2201,Furniture,Furnishings,FUR-FU-10001935,20,20,6,4,0.8,19.2,-0.8000000000000007
2202,Technology,Phones,TEC-PH-10002563,810,880,7,2,17.6,862.4,52.39999999999998
2203,Office Supplies,Binders,OFF-BI-10002160,10,10,2,5,0.5,9.5,-0.5
2204,Furniture,Furnishings,FUR-FU-10004748,150,190,3,5,9.5,180.5,30.5
2205,Furniture,Furnishings,FUR-FU-10001473,20,20,1,3,0.6,19.4,-0.6000000000000014
2206,Office Supplies,Art,OFF-AR-10000538,60,70,3,4,2.8000000000000003,67.2,7.200000000000003
2207,Office Supplies,Binders,OFF-BI-10001098,20,30,7,2,0.6,29.4,9.399999999999999
2208,Technology,Phones,TEC-PH-10001552,40,40,4,4,1.6,38.4,-1.6000000000000014
2209,Office Supplies,Art,OFF-AR-10000390,20,20,4,5,1.0,19.0,-1.0
2210,Technology,Phones,TEC-PH-10001079,680,830,7,4,33.2,796.8,116.79999999999995
2211,Office Supplies,Binders,OFF-BI-10003460,40,40,10,5,2.0,38.0,-2.0
2212,Office Supplies,Appliances,OFF-AP-10003842,160,170,6,5,8.5,161.5,1.5
2213,Furniture,Furnishings,FUR-FU-10003535,20,30,1,5,1.5,28.5,8.5
2214,Office Supplies,Binders,OFF-BI-10002012,0,0,1,2,0.0,0.0,0.0
2215,Office Supplies,Binders,OFF-BI-10001922,50,60,13,4,2.4,57.6,7.600000000000001
2216,Office Supplies,Appliances,OFF-AP-10000576,200,240,2,3,7.199999999999999,232.8,32.80000000000001
2217,Furniture,Chairs,FUR-CH-10000553,90,110,4,2,2.2,107.8,17.799999999999997
2218,Office Supplies,Art,OFF-AR-10003469,0,0,2,3,0.0,0.0,0.0
2219,Office Supplies,Binders,OFF-BI-10000145,10,10,4,5,0.5,9.5,-0.5
2220,Office Supplies,Storage,OFF-ST-10001580,10,10,1,4,0.4,9.6,-0.40000000000000036
2221,Technology,Phones,TEC-PH-10001817,1090,1150,4,3,34.5,1115.5,25.5
2222,Technology,Phones,TEC-PH-10001578,450,490,2,5,24.5,465.5,15.5
2223,Office Supplies,Art,OFF-AR-10004078,30,40,8,3,1.2,38.8,8.799999999999997
2224,Furniture,Chairs,FUR-CH-10004860,60,70,1,4,2.8000000000000003,67.2,7.200000000000003
2225,Office Supplies,Paper,OFF-PA-10003790,50,50,3,3,1.5,48.5,-1.5
2226,Furniture,Bookcases,FUR-BO-10002202,60,70,1,2,1.4000000000000001,68.6,8.599999999999994
2227,Office Supplies,Fasteners,OFF-FA-10003059,0,0,2,3,0.0,0.0,0.0
2228,Technology,Phones,TEC-PH-10002496,110,120,1,2,2.4,117.6,7.599999999999994
2229,Furniture,Tables,FUR-TA-10003238,310,330,1,3,9.9,320.1,10.100000000000023
2230,Office Supplies,Binders,OFF-BI-10004390,540,670,2,3,20.099999999999998,649.9,109.89999999999998
2231,Office Supplies,Appliances,OFF-AP-10002765,40,50,2,4,2.0,48.0,8.0
2232,Furniture,Furnishings,FUR-FU-10000293,470,530,5,3,15.899999999999999,514.1,44.10000000000002
2233,Office Supplies,Storage,OFF-ST-10003692,190,230,5,3,6.8999999999999995,223.1,33.099999999999994
2234,Technology,Phones,TEC-PH-10001051,280,320,4,5,16.0,304.0,24.0
2235,Technology,Accessories,TEC-AC-10001013,200,210,7,3,6.3,203.7,3.6999999999999886
2236,Office Supplies,Storage,OFF-ST-10000025,160,190,2,3,5.7,184.3,24.30000000000001
2237,Office Supplies,Art,OFF-AR-10000817,20,20,8,4,0.8,19.2,-0.8000000000000007
2238,Office Supplies,Supplies,OFF-SU-10000952,40,40,5,2,0.8,39.2,-0.7999999999999972
2239,Furniture,Furnishings,FUR-FU-10004597,30,40,2,4,1.6,38.4,8.399999999999999
2240,Office Supplies,Binders,OFF-BI-10003527,820,1020,1,3,30.599999999999998,989.4,169.39999999999998
2241,Office Supplies,Binders,OFF-BI-10002982,30,40,7,2,0.8,39.2,9.200000000000003
2242,Technology,Phones,TEC-PH-10004165,470,490,3,5,24.5,465.5,-4.5
2243,Office Supplies,Storage,OFF-ST-10003442,50,60,2,2,1.2,58.8,8.799999999999997
2244,Office Supplies,Art,OFF-AR-10003856,10,10,2,3,0.3,9.7,-0.3000000000000007
2245,Office Supplies,Fasteners,OFF-FA-10004248,10,10,2,2,0.2,9.8,-0.1999999999999993
2246,Office Supplies,Appliances,OFF-AP-10001492,10,10,1,2,0.2,9.8,-0.1999999999999993
2247,Technology,Phones,TEC-PH-10004165,570,660,3,2,13.200000000000001,646.8,76.79999999999995
2248,Office Supplies,Paper,OFF-PA-10004285,10,10,2,4,0.4,9.6,-0.40000000000000036
2249,Office Supplies,Binders,OFF-BI-10001628,30,40,5,3,1.2,38.8,8.799999999999997
2250,Office Supplies,Binders,OFF-BI-10000546,10,10,5,3,0.3,9.7,-0.3000000000000007
2251,Office Supplies,Appliances,OFF-AP-10001391,460,540,6,3,16.2,523.8,63.799999999999955
2252,Office Supplies,Paper,OFF-PA-10000477,20,20,3,5,1.0,19.0,-1.0
2253,Office Supplies,Paper,OFF-PA-10004327,110,140,3,4,5.6000000000000005,134.4,24.400000000000006
2254,Office Supplies,Appliances,OFF-AP-10000696,40,40,3,5,2.0,38.0,-2.0
2255,Office Supplies,Appliances,OFF-AP-10002082,40,40,2,4,1.6,38.4,-1.6000000000000014
2256,Technology,Phones,TEC-PH-10001944,410,440,3,2,8.8,431.2,21.19999999999999
2257,Furniture,Furnishings,FUR-FU-10004952,100,110,2,2,2.2,107.8,7.799999999999997
2258,Furniture,Chairs,FUR-CH-10000015,980,1210,7,4,48.4,1161.6,181.5999999999999
2259,Office Supplies,Paper,OFF-PA-10001776,20,20,2,5,1.0,19.0,-1.0
2260,Office Supplies,Fasteners,OFF-FA-10002280,10,10,1,4,0.4,9.6,-0.40000000000000036
2261,Technology,Accessories,TEC-AC-10002049,330,370,3,5,18.5,351.5,21.5
2262,Technology,Accessories,TEC-AC-10002253,140,170,1,4,6.8,163.2,23.19999999999999
2263,Furniture,Bookcases,FUR-BO-10004015,320,360,3,3,10.799999999999999,349.2,29.19999999999999
2264,Technology,Accessories,TEC-AC-10004145,450,500,2,5,25.0,475.0,25.0
2265,Office Supplies,Paper,OFF-PA-10002479,10,10,1,4,0.4,9.6,-0.40000000000000036
2266,Office Supplies,Binders,OFF-BI-10004970,10,10,2,3,0.3,9.7,-0.3000000000000007
2267,Office Supplies,Paper,OFF-PA-10003919,10,10,2,4,0.4,9.6,-0.40000000000000036
2268,Office Supplies,Paper,OFF-PA-10002001,10,10,2,3,0.3,9.7,-0.3000000000000007
2269,Office Supplies,Paper,OFF-PA-10002787,10,10,1,5,0.5,9.5,-0.5
2270,Office Supplies,Binders,OFF-BI-10003291,10,10,1,4,0.4,9.6,-0.40000000000000036
2271,Office Supplies,Art,OFF-AR-10004344,40,50,5,4,2.0,48.0,8.0
2272,Office Supplies,Storage,OFF-ST-10003123,170,200,6,4,8.0,192.0,22.0
2273,Furniture,Furnishings,FUR-FU-10000308,410,440,7,2,8.8,431.2,21.19999999999999
2274,Technology,Copiers,TEC-CO-10003763,1060,1120,2,3,33.6,1086.4,26.40000000000009
2275,Furniture,Tables,FUR-TA-10001866,110,140,1,2,2.8000000000000003,137.2,27.19999999999999
2276,Furniture,Chairs,FUR-CH-10002774,110,120,3,2,2.4,117.6,7.599999999999994
2277,Office Supplies,Storage,OFF-ST-10004337,260,310,5,5,15.5,294.5,34.5
2278,Furniture,Tables,FUR-TA-10001039,80,90,1,4,3.6,86.4,6.400000000000006
2279,Technology,Accessories,TEC-AC-10000109,180,220,4,3,6.6,213.4,33.400000000000006
2280,Furniture,Chairs,FUR-CH-10003833,90,100,2,3,3.0,97.0,7.0
2281,Furniture,Chairs,FUR-CH-10004289,550,610,8,5,30.5,579.5,29.5
2282,Furniture,Bookcases,FUR-BO-10004467,180,200,2,5,10.0,190.0,10.0
2283,Office Supplies,Paper,OFF-PA-10002713,40,50,7,3,1.5,48.5,8.5
2284,Technology,Phones,TEC-PH-10001552,20,20,2,3,0.6,19.4,-0.6000000000000014
2285,Office Supplies,Appliances,OFF-AP-10002222,50,60,7,2,1.2,58.8,8.799999999999997
2286,Office Supplies,Paper,OFF-PA-10003971,10,10,3,2,0.2,9.8,-0.1999999999999993
2287,Office Supplies,Appliances,OFF-AP-10004036,40,40,2,2,0.8,39.2,-0.7999999999999972
2288,Office Supplies,Appliances,OFF-AP-10002287,20,20,5,4,0.8,19.2,-0.8000000000000007
2289,Office Supplies,Art,OFF-AR-10002375,20,20,5,5,1.0,19.0,-1.0
2290,Furniture,Tables,FUR-TA-10001950,770,890,2,5,44.5,845.5,75.5
2291,Technology,Phones,TEC-PH-10001557,230,290,3,5,14.5,275.5,45.5
2292,Furniture,Furnishings,FUR-FU-10002937,500,600,6,5,30.0,570.0,70.0
2293,Office Supplies,Paper,OFF-PA-10001166,10,10,2,2,0.2,9.8,-0.1999999999999993
2294,Technology,Phones,TEC-PH-10000347,0,0,1,2,0.0,0.0,0.0
2295,Furniture,Furnishings,FUR-FU-10003708,160,180,3,4,7.2,172.8,12.800000000000011
2296,Office Supplies,Paper,OFF-PA-10002659,10,10,4,5,0.5,9.5,-0.5
2297,Furniture,Furnishings,FUR-FU-10000965,210,260,5,4,10.4,249.6,39.599999999999994
2298,Technology,Phones,TEC-PH-10001527,40,40,1,4,1.6,38.4,-1.6000000000000014
2299,Technology,Accessories,TEC-AC-10001838,1250,1400,7,4,56.0,1344.0,94.0
2300,Technology,Phones,TEC-PH-10002597,470,500,4,4,20.0,480.0,10.0
2301,Office Supplies,Binders,OFF-BI-10000756,10,10,3,2,0.2,9.8,-0.1999999999999993
2302,Office Supplies,Binders,OFF-BI-10000546,10,10,4,4,0.4,9.6,-0.40000000000000036
2303,Technology,Accessories,TEC-AC-10001142,300,320,4,4,12.8,307.2,7.199999999999989
2304,Furniture,Chairs,FUR-CH-10000785,580,720,4,2,14.4,705.6,125.60000000000002
2305,Office Supplies,Paper,OFF-PA-10000474,100,110,3,4,4.4,105.6,5.599999999999994
2306,Furniture,Bookcases,FUR-BO-10003441,120,140,2,4,5.6000000000000005,134.4,14.400000000000006
2307,Office Supplies,Paper,OFF-PA-10004156,30,30,3,4,1.2,28.8,-1.1999999999999993
2308,Technology,Accessories,TEC-AC-10001432,350,390,5,3,11.7,378.3,28.30000000000001
2309,Furniture,Chairs,FUR-CH-10001394,260,280,1,4,11.200000000000001,268.8,8.800000000000011
2310,Office Supplies,Storage,OFF-ST-10002370,60,70,4,2,1.4000000000000001,68.6,8.599999999999994
2311,Office Supplies,Art,OFF-AR-10002956,80,90,5,5,4.5,85.5,5.5
2312,Office Supplies,Art,OFF-AR-10001955,20,20,1,5,1.0,19.0,-1.0
2313,Office Supplies,Storage,OFF-ST-10001809,190,220,3,3,6.6,213.4,23.400000000000006
2314,Office Supplies,Labels,OFF-LA-10004093,10,10,2,3,0.3,9.7,-0.3000000000000007
2315,Office Supplies,Appliances,OFF-AP-10002118,400,420,2,2,8.4,411.6,11.600000000000023
2316,Office Supplies,Binders,OFF-BI-10000404,30,40,5,4,1.6,38.4,8.399999999999999
2317,Furniture,Chairs,FUR-CH-10003833,170,180,3,2,3.6,176.4,6.400000000000006
2318,Office Supplies,Binders,OFF-BI-10002072,50,60,7,3,1.7999999999999998,58.2,8.200000000000003
2319,Technology,Accessories,TEC-AC-10003095,350,390,3,3,11.7,378.3,28.30000000000001
2320,Office Supplies,Appliances,OFF-AP-10001563,180,190,4,5,9.5,180.5,0.5
2321,Technology,Accessories,TEC-AC-10000358,240,270,7,5,13.5,256.5,16.5
2322,Office Supplies,Binders,OFF-BI-10004492,80,90,3,3,2.6999999999999997,87.3,7.299999999999997
2323,Office Supplies,Binders,OFF-BI-10001072,60,60,4,2,1.2,58.8,-1.2000000000000028
2324,Office Supplies,Binders,OFF-BI-10003707,60,80,5,2,1.6,78.4,18.400000000000006
2325,Office Supplies,Binders,OFF-BI-10000977,300,360,12,3,10.799999999999999,349.2,49.19999999999999
2326,Office Supplies,Binders,OFF-BI-10002082,70,80,3,5,4.0,76.0,6.0
2327,Furniture,Bookcases,FUR-BO-10004709,50,50,1,2,1.0,49.0,-1.0
2328,Office Supplies,Paper,OFF-PA-10002365,10,10,2,4,0.4,9.6,-0.40000000000000036
2329,Office Supplies,Envelopes,OFF-EN-10004147,10,10,3,2,0.2,9.8,-0.1999999999999993
2330,Furniture,Furnishings,FUR-FU-10001468,510,550,4,3,16.5,533.5,23.5
2331,Office Supplies,Storage,OFF-ST-10000642,40,40,2,5,2.0,38.0,-2.0
2332,Office Supplies,Paper,OFF-PA-10000380,30,40,5,3,1.2,38.8,8.799999999999997
2333,Office Supplies,Paper,OFF-PA-10004071,260,280,5,4,11.200000000000001,268.8,8.800000000000011
2334,Office Supplies,Paper,OFF-PA-10004971,10,10,1,4,0.4,9.6,-0.40000000000000036
2335,Office Supplies,Appliances,OFF-AP-10000696,60,70,6,2,1.4000000000000001,68.6,8.599999999999994
2336,Office Supplies,Envelopes,OFF-EN-10004030,10,10,3,5,0.5,9.5,-0.5
2337,Office Supplies,Appliances,OFF-AP-10000026,390,430,7,3,12.9,417.1,27.100000000000023
2338,Office Supplies,Paper,OFF-PA-10003936,20,30,4,5,1.5,28.5,8.5
2339,Office Supplies,Paper,OFF-PA-10004530,40,50,4,2,1.0,49.0,9.0
2340,Office Supplies,Art,OFF-AR-10004930,10,10,2,5,0.5,9.5,-0.5
2341,Office Supplies,Art,OFF-AR-10004999,30,40,7,4,1.6,38.4,8.399999999999999
2342,Furniture,Furnishings,FUR-FU-10002501,60,60,5,2,1.2,58.8,-1.2000000000000028
2343,Technology,Accessories,TEC-AC-10000358,100,110,3,3,3.3,106.7,6.700000000000003
2344,Office Supplies,Storage,OFF-ST-10004804,110,120,3,4,4.8,115.2,5.200000000000003
2345,Office Supplies,Appliances,OFF-AP-10001205,390,490,9,4,19.6,470.4,80.39999999999998
2346,Office Supplies,Paper,OFF-PA-10000659,60,70,5,2,1.4000000000000001,68.6,8.599999999999994
2347,Office Supplies,Binders,OFF-BI-10004141,0,0,2,2,0.0,0.0,0.0
2348,Furniture,Tables,FUR-TA-10004619,520,560,5,5,28.0,532.0,12.0
2349,Office Supplies,Binders,OFF-BI-10004187,10,10,6,4,0.4,9.6,-0.40000000000000036
2350,Office Supplies,Binders,OFF-BI-10000632,60,70,2,5,3.5,66.5,6.5
2351,Office Supplies,Paper,OFF-PA-10003724,10,10,2,5,0.5,9.5,-0.5
2352,Office Supplies,Appliances,OFF-AP-10002765,70,80,3,3,2.4,77.6,7.599999999999994
2353,Office Supplies,Art,OFF-AR-10001868,10,10,6,2,0.2,9.8,-0.1999999999999993
2354,Furniture,Bookcases,FUR-BO-10002545,1350,1550,7,3,46.5,1503.5,153.5
2355,Office Supplies,Binders,OFF-BI-10002735,120,140,5,4,5.6000000000000005,134.4,14.400000000000006
2356,Technology,Accessories,TEC-AC-10004864,40,40,1,3,1.2,38.8,-1.2000000000000028
2357,Technology,Machines,TEC-MA-10000597,190,240,3,5,12.0,228.0,38.0
2358,Furniture,Tables,FUR-TA-10003473,1440,1580,7,3,47.4,1532.6,92.59999999999991
2359,Furniture,Tables,FUR-TA-10001950,900,1070,4,4,42.800000000000004,1027.2,127.20000000000005
2360,Furniture,Tables,FUR-TA-10004175,500,610,3,5,30.5,579.5,79.5
2361,Office Supplies,Paper,OFF-PA-10002960,30,30,7,2,0.6,29.4,-0.6000000000000014
2362,Office Supplies,Paper,OFF-PA-10000919,140,160,4,3,4.8,155.2,15.199999999999989
2363,Office Supplies,Binders,OFF-BI-10001553,10,10,5,3,0.3,9.7,-0.3000000000000007
2364,Furniture,Furnishings,FUR-FU-10004864,110,130,2,5,6.5,123.5,13.5
2365,Office Supplies,Appliances,OFF-AP-10004540,150,160,2,4,6.4,153.6,3.5999999999999943
2366,Office Supplies,Binders,OFF-BI-10004965,40,50,4,2,1.0,49.0,9.0
2367,Furniture,Chairs,FUR-CH-10001714,100,120,1,5,6.0,114.0,14.0
2368,Office Supplies,Paper,OFF-PA-10002464,20,20,4,4,0.8,19.2,-0.8000000000000007
2369,Furniture,Furnishings,FUR-FU-10002298,470,530,6,4,21.2,508.8,38.80000000000001
2370,Office Supplies,Art,OFF-AR-10000315,0,0,2,5,0.0,0.0,0.0
2371,Technology,Accessories,TEC-AC-10004353,200,250,4,2,5.0,245.0,45.0
2372,Furniture,Furnishings,FUR-FU-10004973,50,60,8,3,1.7999999999999998,58.2,8.200000000000003
2373,Office Supplies,Fasteners,OFF-FA-10000936,0,0,1,4,0.0,0.0,0.0
2374,Office Supplies,Paper,OFF-PA-10001609,20,20,9,5,1.0,19.0,-1.0
2375,Furniture,Chairs,FUR-CH-10000785,220,250,2,2,5.0,245.0,25.0
2376,Office Supplies,Fasteners,OFF-FA-10000053,10,10,3,3,0.3,9.7,-0.3000000000000007
2377,Office Supplies,Binders,OFF-BI-10001718,60,80,4,3,2.4,77.6,17.599999999999994
2378,Office Supplies,Supplies,OFF-SU-10004768,10,10,2,3,0.3,9.7,-0.3000000000000007
2379,Office Supplies,Paper,OFF-PA-10003883,30,30,5,2,0.6,29.4,-0.6000000000000014
2380,Office Supplies,Fasteners,OFF-FA-10004248,10,10,2,5,0.5,9.5,-0.5
2381,Office Supplies,Paper,OFF-PA-10002581,40,50,2,3,1.5,48.5,8.5
2382,Furniture,Furnishings,FUR-FU-10004848,40,50,7,2,1.0,49.0,9.0
2383,Office Supplies,Appliances,OFF-AP-10002403,150,180,4,2,3.6,176.4,26.400000000000006
2384,Office Supplies,Art,OFF-AR-10003087,20,20,9,2,0.4,19.6,-0.3999999999999986
2385,Office Supplies,Binders,OFF-BI-10002026,180,190,4,4,7.6000000000000005,182.4,2.4000000000000057
2386,Technology,Phones,TEC-PH-10000141,170,210,4,3,6.3,203.7,33.69999999999999
2387,Technology,Copiers,TEC-CO-10000971,410,480,2,3,14.399999999999999,465.6,55.60000000000002
2388,Office Supplies,Fasteners,OFF-FA-10001229,10,10,2,5,0.5,9.5,-0.5
2389,Office Supplies,Binders,OFF-BI-10002437,20,20,2,4,0.8,19.2,-0.8000000000000007
2390,Office Supplies,Paper,OFF-PA-10004255,10,10,1,5,0.5,9.5,-0.5
2391,Office Supplies,Paper,OFF-PA-10001184,40,40,7,4,1.6,38.4,-1.6000000000000014
2392,Technology,Accessories,TEC-AC-10002637,1390,1620,9,4,64.8,1555.2,165.20000000000005
2393,Furniture,Furnishings,FUR-FU-10002878,100,110,4,2,2.2,107.8,7.799999999999997
2394,Office Supplies,Art,OFF-AR-10000588,30,40,2,4,1.6,38.4,8.399999999999999
2395,Technology,Accessories,TEC-AC-10002217,40,40,2,4,1.6,38.4,-1.6000000000000014
2396,Technology,Accessories,TEC-AC-10001267,50,60,2,5,3.0,57.0,7.0
2397,Office Supplies,Paper,OFF-PA-10004041,30,40,5,2,0.8,39.2,9.200000000000003
2398,Office Supplies,Labels,OFF-LA-10001613,10,10,2,2,0.2,9.8,-0.1999999999999993
2399,Office Supplies,Art,OFF-AR-10000246,20,20,6,3,0.6,19.4,-0.6000000000000014
2400,Office Supplies,Storage,OFF-ST-10001809,580,630,7,3,18.9,611.1,31.100000000000023
2401,Office Supplies,Storage,OFF-ST-10002214,50,60,5,4,2.4,57.6,7.600000000000001
2402,Office Supplies,Storage,OFF-ST-10000649,70,90,6,5,4.5,85.5,15.5
2403,Office Supplies,Envelopes,OFF-EN-10001990,20,30,5,3,0.8999999999999999,29.1,9.100000000000001
2404,Furniture,Bookcases,FUR-BO-10000780,810,960,7,5,48.0,912.0,102.0
2405,Technology,Accessories,TEC-AC-10002049,900,1120,9,4,44.800000000000004,1075.2,175.20000000000005
2406,Technology,Phones,TEC-PH-10003555,120,130,7,3,3.9,126.1,6.099999999999994
2407,Technology,Phones,TEC-PH-10000702,60,80,10,2,1.6,78.4,18.400000000000006
2408,Office Supplies,Art,OFF-AR-10003631,20,20,5,3,0.6,19.4,-0.6000000000000014
2409,Technology,Phones,TEC-PH-10003072,300,360,3,3,10.799999999999999,349.2,49.19999999999999
2410,Furniture,Furnishings,FUR-FU-10000758,190,210,8,4,8.4,201.6,11.599999999999994
2411,Office Supplies,Fasteners,OFF-FA-10000992,10,10,2,2,0.2,9.8,-0.1999999999999993
2412,Office Supplies,Binders,OFF-BI-10004187,10,10,5,4,0.4,9.6,-0.40000000000000036
